components,disease_name,functions,indication,medicine_name,usage
该产品为单件式后房人工晶状体，可折叠，襻形为改良C型。主体及支撑部分由疏水性丙烯...,老花眼,"该产品采用人工光学透镜取代病变晶状体对无晶体眼患者进行视力矫正,适用于白内障晶状...",,单件式多焦人工晶状体,
,缺血性视神经病变,"血管性头痛,视网膜血管痉挛,缺血性视神经病变,急性瘫痪,震颤麻痹,有机磷农药中毒.",,氢溴酸樟柳碱注射液,
冰片、珍珠等,白内障,去翳明目。用于老年性白内障初发期。,白内障,冰珍去翳滴眼液(白内停),滴于眼睑内，一次1～2滴，一日3～4次，滴眼后闭目2～3分钟。
该产品的镜片材料为亲水性共聚物balafilconA，颜色为淡水蓝色(操作色)。屈光度范围：+6.00D...,上睑下垂,1.近视、远视矫正：应依照眼科专业人士的建议，每日戴镜或戴镜1－30天后取下清洁消毒或...,,角膜接触镜(纯视2),
见注册产品标准。,圆锥角膜,该产品是在应用了核黄素后，以循环模式将紫外线光线(365nm波长)照射到角膜上的电子医疗...,,紫外光照射系统,
,缺血性视神经病变,用于治疗偏头痛、血管性头痛、视网膜血管痉挛、缺血性视神经病变、神经系统炎症及脑血...,偏头痛缺血性视神经病变视神经病变神经病瘫痪农药中毒头痛血管性头痛痉挛震颤麻痹,氢溴酸樟柳碱片,
该产品为日戴软性亲水接触镜，材料为balafilconA，着淡蓝色，PP杯包装。含水量为36%±2%，折...,上睑下垂,1.18岁以上患者的近视、远视矫正：应依照眼科专业人士的建议，每日戴镜，取下后清洁消...,,软性亲水接触镜(纯视 2),
"本品主要成份为曲克芦丁。辅料为无水碳酸钠。化学名称:7,3′，4′-三羟乙基芦...",中心性浆液性脉络膜视网膜病变,用于闭塞综合征、血栓性静脉炎、毛细血管出血等。,静脉炎毛细血管出血,曲克芦丁注射液,肌内注射。一次60–150mg，一日2次。20日为1疗程，可用1-3个疗程，每疗程间隔3-7天。静...
曲克芦丁,中心性浆液性脉络膜视网膜病变,"用于缺血性脑血管病(如脑血栓形成,脑栓塞)血栓性",脑血栓脑血栓形成血栓形成静脉炎网膜炎水肿,注射用曲克芦丁(林源络克),"肌肉注射:一次60mg-0.15g,一日2次.20日为一疗程,可用1-3个疗程,每疗程间隔3-7天.(本品0.3g..."
本品每片含主要成份维生素B110毫克，辅料为淀粉、糊精、蔗糖、药用硫酸钙、枸橼酸、十...,上睑下垂,1.适用于维生素B1缺乏的预防和治疗，如维生素B1缺乏所致的脚气病或Wernicke脑病。亦用于周...,脚气脚气病脑病周围神经炎神经炎营养不良烧伤吸收不良综合征酒精中毒肝硬化乳糜泻热带口炎性腹泻口炎腹泻肠炎维生素B1缺乏消化不良硬化,维生素B1片,口服：1.成人：(1)预防用量：推荐膳食中每日摄入维生素B1量，男性青年及成人1.2～1.5mg，...
该产品为单件式后房人工晶状体，可折叠，襻形为STABLEFORCE改良型L襻。主体及支撑部分由疏...,老花眼,该产品为成年人白内障摘除术后替代人眼晶状体进行屈光矫正的光学植入物。用于初次植入...,,人工晶状体,
女贞子、墨旱莲等。 ,糖尿病性视网膜病变,益肾养肝，活血明目。用于Ⅱ型糖尿病视网膜病变单纯型，中医辨证属肝肾阴虚、瘀血阻络...,糖尿肾阴虚瘀血视物模糊头晕耳鸣五心烦热烦热腰膝酸软糖尿病视网膜病变,双丹明目胶囊,口服。一次4粒，一日3次，饭后温开水送服。疗程四个月
本品主要成分为：胰激肽原酶。,缺血性视神经病变,血管扩张药。有改善微循环作用。主要用于微循环障碍性疾病，如糖尿病引起的肾病，周围...,糖尿病肾病神经病眼底病高血压微循环障碍糖尿,注射用胰激肽原酶,临用前，加灭菌注射用水1.5ml溶解。肌内注射一日10～40单位一日1次或隔日1次。
主要成分：本品为含有鱼精蛋白与氯化锌的胰岛素（猪或牛）的灭菌混悬液。,糖尿病性视网膜病变,主要用于糖尿病，特别是胰岛素依赖型糖尿病：1.重型、消瘦、营养不良者；2.轻、中型经...,糖尿病营养不良乳酸酸中毒肺结核糖尿消瘦酮症酸中毒高渗性昏迷昏迷,精蛋白锌胰岛素注射液,本品于早餐前30～60分钟皮下注射，起始治疗每天一次，每次4～8单位，按血糖、尿糖变化调...
本品主要成份为：胰岛素（猪或牛）的灭菌水溶液。每100ml中可含甘油1.4～1.8g与苯酚0.25g。,糖尿病性视网膜病变,1.Ⅰ型糖尿病；2.Ⅱ型糖尿病有严重感染、外伤、大手术等严重应激情况，以及合并心、脑...,糖尿病视网膜病变糖尿病酮症酸中毒营养不良妊娠呕吐呕吐糖尿酮症酸中毒高渗性昏迷昏迷消瘦,胰岛素注射液,1皮下注射一般每日三次，餐前15-30分钟注射，必要时睡前加注一次小量。剂量根据病情、...
该产品由人工晶状体、装载盒和晶状体固定器组成。人工晶状体为单件式后房人工晶状体，...,老花眼,该产品适用于老年白内障与其他形式白内障的治疗，以及有或无白内障的老花眼矫正(透明...,,人工晶状体,
主要成分：格列喹酮。分子式：C27H33N3O6S分子量：527.6,糖尿病性视网膜病变,2型糖尿病。,糖尿病糖尿,格列喹酮片,p口服：每日剂量１５～１２０ｍｇ，于餐前服用。通常每日剂量３０ｍｇ以内者，于早晨...
氯霉素。,睑缘炎,用于沙眼、结膜炎、角肢炎、眼睑缘炎。,结膜炎沙眼角膜炎睑缘炎,氯霉素滴眼液(润露),外用，滴眼，毎次1~2滴，一日3-5次。
YZ9眼球突出计为棱镜式，由左右棱镜座、导向横杆、活动支座、固定支座等部件组成。眼眶...,眼球突出,检查眼球角膜顶突出眶缘高度。,,YZ9眼球突出计,
本品主要成分为磺胺醋酰钠，其化学名为N-（4-氨基苯基）磺酰基］乙酰胺钠盐水合物。分...,睑缘炎,用于眼结膜炎，睑缘炎和沙眼。,结膜炎睑缘炎沙眼,磺胺醋酰钠滴眼液(思芬),外用，滴眼，一次1-2滴，一日3-5次。
法可林。化学名称：5，12-二氢-5，7，12，14-四氮戊省2，9-二磺酸钠。,先天性白内障,用于治疗老年性白内障初发期，外伤性白内障，先天性白内障，继发性白内障。,白内障外伤性白内障先天性白内障,法可林滴眼液,滴眼。一次2～3滴，一日3～5次。
本品每毫升含主要成分磺胺醋酰钠0.1克，辅料为亚硫酸氢钠，山梨酸，依地酸二钠，氢氧化...,睑缘炎,用于结膜炎、睑缘炎；也可用于沙眼衣原体感染的辅助治疗。,结膜炎睑缘炎沙眼,磺胺醋酰钠滴眼液,滴眼，1～2滴/次，3～5次/日。
法可林。化学名称：5，12-二氢-5，7，12，14-四氮戊省2，9-二磺酸钠。,先天性白内障,用于治疗老年性白内障初发期，外伤性白内障，先天性白内障，继发性白内障。,白内障外伤性白内障先天性白内障,法可林滴眼液,滴眼。一次2～3滴，一日3～5次。
该产品为后房型人工晶体，由晶体主体、支撑部分两部分构成，为一体单件式结构，可折叠...,先天性白内障,该产品适用于囊外白内障摘除或老年性、外伤性或先天性白内障晶状体超声乳化手术后的人...,白内障外伤性白内障先天性白内障,人工晶体(HOYA AF-1(UV))),
该产品为单件式后房人工晶体，由晶体主体和支撑襻两部分组成。为丙烯酸酯和丙烯酸甲酯...,老花眼,该产品为成年人白内障摘除术后替代人眼晶状体进行屈光矫正的光学植入物。用于初次植入...,,人工晶体(AcrySof IQ Toric Astigmatism IOL),
该产品为单件式后房人工晶体，由晶体主体和支撑襻两部分组成。材料为丙烯酸酯和丙烯酸...,老花眼,该产品为成年人白内障摘除术后替代人眼晶状体进行屈光矫正的光学植入物。用于初次植入...,,人工晶体(AcrySof Toric Single-Piece Natural),
该产品为单件式/后房人工晶体，可折叠，襻形为STABLEFORCE。主体部分和支撑部分材料相同，...,老花眼,该产品为成年人白内障摘除术后替代人眼晶状体进行屈光矫正的光学植入物。用于初次植入...,,人工晶状体(ACRYSof IQ TORIC Astigmatism IOL),
该产品为单件式/单焦/后房人工晶状体，可折叠。主体和支撑部分材料相同，由丙烯酸酯和...,老花眼,该产品为成年人白内障摘除术后替代人眼晶状体进行屈光矫正的光学植入物。用于初次植入...,,人工晶状体(AcrySof(r) IQ TORIC Astigmatism IOL),
防己、通草、桂枝、姜黄、石膏、薏苡仁、木瓜、海桐皮、忍冬藤、黄柏、滑石粉、连翘。,成人类风湿性关节炎性巩膜炎,清热利湿，活血通络。用于急、慢性风湿性关节炎，慢性风湿性关节炎活动期。,风湿性关节炎,风痛安胶囊,口服。一次3～5粒，一日3次。
日戴软性亲水接触镜，镜片材料为nelfilconA，镜片着淡蓝色，采用聚丙烯杯。各参数标称值...,老花眼,适用于可以带有不超过2.00D的不影响视觉散光的有晶状体无眼病患者屈光不正(近视或远视)...,,软性亲水接触镜(多水润天天抛渐进多焦),
该产品为单件式后房人工晶状体，可折叠，襻形为STABLEFORCE改良型L襻。该人工晶状体主体和...,老花眼,该多焦人工晶体植入眼睛囊袋，为成年继发白内障患者摘除晶状体后提供矫正视力，可伴或...,,人工晶状体(ACRYSOF IQ ReSTOR Multifocal IOL),
该产品为多件式后房人工晶状体，可折叠，襻形为改良C形。主体材料由疏水丙烯酸酯聚合...,老花眼,该晶体适用于已摘除白内障晶体的成人无晶体眼及老花眼成年患者摘除透明晶体后的无晶体...,,折叠式多焦丙烯酸人工晶状体(Tecnis),
该产品是一种三件式可折叠后房型人工晶状体，由主体和襻组成。其中主体由丙烯酸乙酯(EA...,老花眼,该产品采用人工光学透镜取代病变晶状体对无晶体眼进行视力矫正。适用于白内障晶状体被...,,折叠式多焦丙烯酸人工晶状体(TECNIS),
该产品是一种单件式可折叠后房型人工晶状体，由疏水性丙烯酸酯材料制成，该材料由丙烯...,老花眼,该产品采用人工光学透镜取代病变晶状体对无晶体眼患者进行视力矫正，适用于白内障晶状...,,单件式多焦人工晶状体(TECNIS),
该晶体是一种三件式可折叠后房人工晶体。光学部由疏水性丙烯酸材料制成，襻由聚甲基丙...,老花眼,该晶体适用于已摘除白内障晶体的成人无晶体眼及老花眼成年患者摘除透明晶体后的无晶体...,,折叠式多焦丙烯酸人工晶体(Tecnis),
珍珠层粉水解液、冰片、葡萄糖酸锌。,老花眼,本品功效为养肝明目。用于治疗青少年假性近视及缓解视疲劳。,假性近视疲劳,冰珍清目滴眼液(天天明),滴眼，一次1-2滴，一日4次，滴眼后闭目2-3分钟
"主要成分：吡诺克辛钠.化学名：1-羟-5-氧-5H-吡啶并-[3,2-a]-吩恶嗪-3-羧酸；化学结构:分子式...",白内障,主要治疗初期老年性白内障、轻度糖尿病性白内障或并发性白内障等。,白内障糖尿病糖尿,【白内停】吡诺克辛钠滴眼液（15毫升）(吡诺克辛钠滴眼液(白内停),滴眼，每日3～4次，每次1～2滴。
莎普爱思主要成份为：苄达赖氨酸。其化学名称为：L-赖氨酸(1-苄基-1H-吲哒唑-3-氧基)乙酸...,白内障,莎普爱思适用于早期老年性白内障。,白内障,苄达赖氨酸滴眼液(嘉仕力),滴眼，一日3次，一次1～2滴或遵医嘱。
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
本品主要成分为罗红霉素。9-(O-[(2-甲氧基乙氧基)—甲基]肟基)红霉素。,沙眼,适用于化脓性链球菌引起的咽炎及扁桃体炎，敏感菌引起的鼻窦炎、中耳炎、急性支气管炎...,咽炎扁桃体炎鼻窦炎中耳炎急性支气管炎支气管炎气管炎慢性支气管炎肺炎沙眼尿道炎宫颈炎皮肤软组织感染软组织感染,罗红霉素分散片(严迪),本品用水吞服，饭前服用。成人每次0.15g(3片)，一日二次。24-40公斤的儿童一次0.1g(2片)，一...
本品主要成分为：胰激肽原酶。,缺血性视神经病变,用于治疗偏头痛、血管性头痛、视网膜血管痉挛、缺血性视神经病变、神经系统炎症及脑血...,偏头痛缺血性视神经病变视神经病变神经病瘫痪农药中毒头痛血管性头痛痉挛震颤麻痹,氢溴酸樟柳碱片,
本品每瓶含苄达赖氨酸50毫克。辅料为羟丙甲纤维素、磷酸二氢钠、磷酸氢二钠、氯化钠、...,白内障,早期老年性白内障,白内障,苄达赖氨酸滴眼液(莎普爱思),滴眼。一日3次，每次1～2滴或遵医嘱。
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
每1g眼膏含盐酸金霉素约0.005g，辅料为：液状石蜡、白色凡士林,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
熊胆、龙胆草、黄连粉、大黄、黄芩、决明子、菊花、地黄、栀子、木贼、冰片等味。,视网膜色素变性,清热散风，止痛退翳。用于风热或肝经湿热引起的目赤肿痛，羞明多泪。,湿热目赤羞明,龙泽熊胆胶囊(熊胆丸)(熊胆丸(金鸡),口服。一次4粒，一日2次。
本品每瓶含苄达赖氨酸25毫克。辅料为羟丙甲纤维素、磷酸二氢钠、磷酸氢二钠、氯化钠、...,白内障,早期老年性白内障,白内障,苄达赖氨酸滴眼液(莎普爱思),滴眼，一日3次，一次1～2滴或遵医嘱。
头孢克洛,麦粒肿,本品主要适用于敏感菌所致的呼吸系统、泌尿系统、耳鼻喉科及皮肤、软组织感染等。,中耳炎肺炎溶血咽炎扁桃体炎下呼吸道感染上呼吸道感染,头孢克洛干混悬剂(欣可诺),口服。1.成人:一次0.25g(2袋)，一日3次。严重感染患者剂量可加倍，但一日总量不超过4g(32...
本品为复方制剂，每10毫升含磺胺甲噁唑钠400毫克，氨基己酸200毫克、甘草酸二钾10毫克、...,麦粒肿,主要用于敏感菌所引起的细菌性结膜炎、睑腺炎（麦粒肿）及细菌性眼睑炎。,结膜炎麦粒肿,复方磺胺甲噁唑钠滴眼液(乐敦康),滴眼，一次1～2滴，一日4～6次。
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏(何济公),涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
"本品主要成分为盐酸金霉素。其化学名称为：6-甲基-4-(二甲氨基)-3,6,10,12,12α,-五羟基-1,1...",麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏(双吉),涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
本品每支含主要成份盐酸金霉素10毫克。辅料为：黄凡士林、液状石蜡。,麦粒肿,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏,涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
本品主要成份为:盐酸氮卓斯汀。其化学名称为:4-(.对氯苯甲基)-2-(1-甲基-4-六氢氮卓基)-2，3-...,结膜炎,季节性过敏性结膜炎症状的治疗和预防。,过敏结膜炎,盐酸氮卓斯汀滴眼液(众生),每日两次，早晚各一次，每眼一滴。症状严重者，剂量可增加至每日四次。在致敏原浓度特...
"主要成分为双氯芬酸钠，化学名称为2-[(2,6-二氯苯基)氨基]苯乙酸钠。",结膜炎,1.用于治疗葡萄膜炎、角膜炎、巩膜炎，抑制角膜新生血管的形成，治疗眼内手术后、激光...,葡萄膜炎角膜炎巩膜炎白内障春季结膜炎结膜炎过敏黄斑囊样水肿青光眼水肿,双氯芬酸钠滴眼液(迪非),一日4～6次，一次1滴；眼科手术用药：术前3、2、1和0.5小时各滴眼一次，一次1滴。白内障...
本品主要成份为加替沙星，化学名称：1-环丙基-6-氟-1，4-二氢-8-甲氧基-7-（3-甲基-1-1哌嗪基...,结膜炎,本品适用于敏感菌所引起的急性细菌性结膜炎。,结膜炎,加替沙星眼用凝胶(迪友),每次1滴，每天3次。
本品每片含主要成分维生素B25毫克。,结膜炎,用于预防和治疗维生素B2缺乏症，如口角炎、唇干裂、舌炎、阴囊炎、结膜炎、脂溢性皮炎...,口角炎阴囊炎结膜炎脂溢性皮炎皮炎唇干裂舌炎,维生素B2片(恒健),口服，一次1-2片，一日3次。
氧氟沙星,结膜炎,适用于治疗细菌性结膜炎、角膜炎、角膜溃疡、泪囊炎、术后感染等外眼感染。,结膜炎角膜炎泪囊炎,氧氟沙星滴眼液(泰利必妥),滴于眼睑内，每日3-5次，每次1-2滴，或遵医嘱。
本品主要成分为：氧氟沙星。,结膜炎,适用于治疗细菌性结膜炎，角膜炎，角膜溃疡，泪囊炎，术后感染等外眼感染。,麦粒肿泪囊炎结膜炎角膜炎沙眼角膜溃疡溃疡,氧氟沙星眼膏(迪可罗),局部用药:涂于眼睑内，一日3次，一次适量，或遵医嘱。
萝蒂、寒水石(奶制)、藏茴香、石灰华、甘草、红花、渣驯膏、丁香、金钱白花蛇、绿绒蒿...,结膜炎,清肝、明目。用于早期白内障、结膜炎等。,白内障结膜炎,十五味萝蒂明目丸(卓玛丹),早晨服。一次2～3丸，一日1次。
本品为复方制剂，其组份为：每支含硫酸软骨素15mg、尿囊素30mg、维生素E1.5mg、维生素B61.5mg...,结膜炎,防治眼睛疲劳、消除眼花、眼痛、眼晕等症状；消炎杀菌、防治结膜炎、角膜炎等眼部炎症...,结膜炎角膜炎疲劳眼花眼痛,复方尿维氨滴眼液(目秀),局部滴眼，每次2-3滴，每日4-6次。
"本品主要成份为氯化钠,辅料为羟丙甲基纤维素、氯化钾、碳酸氢钠、尼泊金甲酯、尼泊金...",干眼症,干眼症，眼睛疲劳，戴隐形眼镜引起的不适症状和视物模糊（眼分泌物过多）。,干眼干眼症疲劳视物模糊,复方氯化钠滴眼液(珮夫人),滴入眼睑内，一次1～2滴，一日4～6次。
熊胆粉、天然冰片。辅料：硼砂、硼酸、氯化钠、尼泊金乙酯、羧甲基纤维素钠。,结膜炎,清热降火、明目退翳。用于肝火上炎、热毒伤络型之急性细菌性结膜炎，流行性角结膜炎。,肝火结膜炎流行性角结膜炎,复方熊胆滴眼液(三顺),滴眼，每次1～2次，一日6次，或遵医嘱。
本品为复方制剂，其组份为:氯化钠、氯化钾等。,干眼症,干眼症，眼睛疲劳，戴隐形眼镜引起的不适症状和视物模糊（眼分泌物过多）。,干眼干眼症疲劳视物模糊,复方氯化钠滴眼液,滴入眼睑内，一次1～2滴，一日4～6次。
本品为复方制剂，其组份为:氯化钠、氯化钾等。,干眼症,干眼症，眼睛疲劳，戴隐形眼镜引起的不适症状和视物模糊（眼分泌物过多）。,干眼干眼症疲劳视物模糊,复方氯化钠滴眼液(乐佳松),滴入眼睑内，一次1～2滴，一日4～6次。
本品每毫升含主要成分氯霉素2.5毫克。,结膜炎,用于结膜炎、沙眼、角膜炎和眼睑缘炎。,结膜炎沙眼角膜炎睑缘炎,氯霉素滴眼液,外用。滴眼，每次1-2滴，一日3-5次.
玻璃酸钠。,干眼症,干眼症、角膜上皮机械性损伤。,干眼干眼症,玻璃酸钠滴眼液(信润明),"滴眼,一次1滴,一日5～6次,可根据症状适当增减。"
本品为复方制剂，每10毫升中含硫酸软骨素50毫克、牛磺酸10毫克。辅料为：氯化钾、氯化钠...,干眼症,用于视疲劳、干眼症。,干眼干眼症疲劳,复方硫酸软骨素滴眼液(乐敦莹),滴入眼内，一日4～6次，或有需要时滴眼；一次2～3滴。
YZ9眼球突出计为棱镜式，由左右棱镜座、导向横杆、活动支座、固定支座等部件组成。眼眶...,眼球突出,检查眼球角膜顶突出眶缘高度。,,YZ9眼球突出计,
本品为复方制剂，其主要成分为每毫升含硫酸软骨素钠1毫克、维生素E0.1毫克、维生素B60.1...,干眼症,用于视疲劳，干眼症。,干眼干眼症疲劳,复方硫酸软骨素滴眼液(乐敦莹),滴入眼内。一日4～6次，或有需要时滴眼;一次2～3滴。
本品为复方制剂，其主要成分为每毫升含硫酸软骨素钠1毫克、维生素E0.1毫克、维生素B60.1...,干眼症,用于视疲劳，干眼症。,干眼干眼症疲劳,复方硫酸软骨素滴眼液,滴入眼内。一日4～6次，或有需要时滴眼;一次2～3滴。
"本品主要成份为氯化钠,辅料为羟丙甲基纤维素、氯化钾、碳酸氢钠、尼泊金甲酯、尼泊金...",干眼症,干眼症，眼睛疲劳，戴隐形眼镜引起的不适症状和视物模糊（眼分泌物过多）。,干眼干眼症疲劳视物模糊,复方氯化钠滴眼液(白E洁),滴入眼睑内，一次1～2滴，一日4～6次。
本品为复方制剂，每毫升含氯化钠4.4毫克，氯化钾0.8毫克，羟乙基纤维素0.7毫克。辅料为：...,干眼症,干眼症，眼睛疲劳，戴隐形眼镜引起的不适症状和视物模糊（眼分泌物过多）。,干眼干眼症疲劳视物模糊,复方氯化钠滴眼液(Ⅱ)(乐敦清),滴入眼睑内，一次1～2滴，一日4～6次。
本品的主要成份为聚乙烯醇。,干眼症,用于缓解与干眼症有关的不适症状。,眼疲劳疲劳,聚乙烯醇滴眼液,滴眼。一日3～4次，一次1～2滴。
该产品取材于健康剖宫产产妇的胎盘组织。本品型号分有滤纸型和无滤纸(凹凸面)型两种。...,翼状胬肉,该产品适用于：①翼状胬肉及假性翼状胬肉所致的睑球粘连；②眼表化学性烧伤，热烧伤；...,舌癌鼻咽癌,生物羊膜(瑞济生物羊膜),
本品为复方制剂，其主要成分为每毫升含硫酸软骨素钠1毫克、维生素E0.1毫克、维生素B60.1...,干眼症,用于视疲劳，干眼症。,干眼干眼症疲劳,复方硫酸软骨素滴眼液(润洁),滴入眼内。一日4～6次，或有需要时滴眼;一次2～3滴。
本品为复方制剂，每10毫升含门冬氨酸78毫克、维生素B65毫克、甘草酸二钾10毫克、盐酸萘甲...,干眼症,用于抗眼疲劳，减轻结膜充血症状。,血症眼疲劳疲劳结膜充血充血,复方门冬维甘滴眼液(新乐敦),滴眼，一次1-2滴，一日4-6次。
盐酸平阳霉素。其化学名为N/-[3-[（4-氨基丁基）氨基]丙基]博莱霉素酰胺盐酸盐。分子式：...,翼状胬肉,主治唇癌、舌癌、齿龈癌、鼻咽癌等关颈部鳞癌。亦可用于治疗皮肤癌、乳腺癌、宫颈癌、...,舌癌鼻咽癌,注射用盐酸平阳霉素,1静脉内注射：用生理盐水或葡萄糖溶液等适合静脉用之注射液5～20ml溶解本品4～15mg（效价...
主酵母表达的重组人表皮生长因子(rhEGF)。,干眼症,各种原因引起的角膜上皮缺损，包括角膜机械性损伤、各种角膜手术后、轻度干眼症伴浅层...,血症眼疲劳疲劳结膜充血充血,重组人表皮生长因子滴眼液(酵母)(易贝),将本品直接滴入眼结膜囊内，每次1―2滴，每日4次，或遵医嘱。
黄柏、大黄、黄芩、板蓝根、黄连。,红眼病,清热泻火，消炎止痢。用于急性扁桃腺炎，细菌性肺炎，急性结膜炎，中耳炎，疖痈瘰疬，...,细菌性肺炎肺炎结膜炎中耳炎瘰疬急性乳腺炎乳腺炎肠炎细菌性痢疾痢疾,炎可宁片,口服。一次3～4片，一日3次。
本品主要成份及其化学名称为：本品为玻璃酸酶加适宜的赋形剂，经冷冻干燥的无菌制品。...,玻璃体混浊,1.用于促使眼局部积贮的药液、渗出液或血液的扩散，促使玻璃体混浊的吸收、预防结膜化...,玻璃体混浊化学烧伤烧伤骨关节炎睑球粘连,注射用玻璃酸酶,"本品以适量氯化钠注射液溶解，制成150单位/ml或适宜浓度的溶液。皮试:取上述药液,皮..."
本品每支含盐酸金霉素0.005克。辅料为凡士林、液状石蜡。,红眼病,用于细菌性结膜炎、麦粒肿及细菌性眼睑炎。也用于治疗沙眼。,结膜炎麦粒肿沙眼,盐酸金霉素眼膏(白敬宇),涂于眼睑内，一日1-2次，最后一次宜在睡前使用。
普罗碘铵。,玻璃体混浊,用于晚期肉芽肿或非肉芽肿性虹膜睫状体炎、视网膜脉络膜炎，眼底出血、玻璃体混浊、半...,玻璃体混浊化学烧伤烧伤骨关节炎睑球粘连,普罗碘铵,1结膜下注射一次0.1～0.2g，2～3日1次，5～7次为一疗程。2.肌内注射一次0.4g，每日或隔日1次...
本品每粒含主要成份萘普生0.2克。辅料为微晶纤维素、预胶化淀粉、羧甲基纤维素钠、硬脂...,眶上神经痛,用于治疗风湿性和类风湿性关节炎、骨关节炎、强直性脊柱炎、痛风、关节炎、腱鞘炎。亦...,类风湿性关节炎风湿性关节炎骨关节炎强直性脊柱炎脊柱炎痛风腱鞘炎痛经扭伤疼痛,萘普生胶囊,口服，成人首次2粒，以后一次1粒，必要时每6-8小时一次。
闹羊花、防已、细辛、延胡索。,眶上神经痛,镇静止痛。用于头痛、牙痛、关节痛、痛痉及各种神经痛。,头痛牙痛关节痛神经痛,止痛水,饭后服。一次5毫升(1瓶)，一日2次。
盐酸羟苄唑。,红眼病,用于急性流行性出血性结膜炎。,结膜炎麦粒肿沙眼,盐酸羟苄唑,滴眼。每次1~2滴，每小时1~2次，病情严重者每小时3~4次。
本品主要成份及其化学名称为：本品为玻璃酸酶加适宜的赋形剂，经冷冻干燥的无菌制品。...,玻璃体混浊,1.用于促使眼局部积贮的药液、渗出液或血液的扩散，促使玻璃体混浊的吸收、预防结膜化...,玻璃体混浊化学烧伤烧伤骨关节炎睑球粘连,注射用玻璃酸酶,"本品以适量氯化钠注射液溶解，制成150单位/ml或适宜浓度的溶液。皮试:取上述药液,皮..."
"主要成分：普罗碘铵；化学名称：二碘化（2-羟基-1,3-亚丙基）双（三甲铵）。",玻璃体混浊,用于晚期肉芽肿或非肉芽肿性虹膜睫状体炎、视网膜脉络膜炎，眼底出血、玻璃体混浊、半...,虹膜睫状体炎脉络膜炎玻璃体混浊视神经炎神经炎肉芽肿,普罗碘铵注射液,1结膜下注射一次0.1～0.2g，2～3日1次，5～7次为一疗程。2肌内注射一次0.4g，每日或隔日1...
普罗碘铵。,玻璃体混浊,用于晚期肉芽肿或非肉芽肿性虹膜睫状体炎、视网膜脉络膜炎，眼底出血、玻璃体混浊、半...,虹膜睫状体炎脉络膜炎玻璃体混浊视神经炎神经炎肉芽肿,普罗碘铵,1结膜下注射一次0.1～0.2g，2～3日1次，5～7次为一疗程。2.肌内注射一次0.4g，每日或隔日1次...
